frame_num,id,d2x,d2y,rx,ry,heading
0,V5,984,512,82656,43008,S
0,V4,1031,425,86604,35700,S
0,V3,1367,300,114828,25200,S
0,V2,981,526,82404,44184,S
0,V1,965,308,81060,25872,S
1,V8,1219,475,102396,39900,S
1,V7,1276,171,107184,14364,S
1,V6,1356,240,113904,20160,S
1,V5,985,505,82740,42420,S
1,V4,1030,425,86520,35700,S
2,V4,1026,428,86184,35952,S
3,V6,1349,236,113316,19824,S
3,V4,1024,428,86016,35952,S
3,V3,1363,278,114492,23352,S
3,V2,981,510,82404,42840,S
4,V4,1029,427,86436,35868,S
4,V2,984,510,82656,42840,S
5,V4,1027,428,86268,35952,S
5,V2,982,515,82488,43260,S
6,V4,1029,431,86436,36204,S
6,V3,1358,272,114072,22848,S
6,V2,983,512,82572,43008,S
7,V13,833,435,69972,36540,S
7,V8,1219,475,102396,39900,S
7,V4,1030,427,86520,35868,S
7,V3,1359,271,114156,22764,S
7,V2,986,510,82824,42840,S
8,V14,1357,261,113988,21924,S
8,V4,1029,426,86436,35784,S
8,V3,1358,271,114072,22764,S
8,V2,984,512,82656,43008,S
9,V4,1030,426,86520,35784,S
9,V2,986,511,82824,42924,S
10,V4,1031,426,86604,35784,S
10,V2,986,509,82824,42756,S
11,V13,675,537,56700,45108,S
11,V4,1030,426,86520,35784,S
11,V3,1358,258,114072,21672,S
11,V2,984,510,82656,42840,S
12,V4,1032,426,86688,35784,S
12,V3,1359,259,114156,21756,S
12,V2,988,510,82992,42840,S
13,V8,1219,475,102396,39900,S
13,V4,1031,427,86604,35868,S
13,V3,1359,257,114156,21588,S
13,V2,988,511,82992,42924,S
14,V4,1030,426,86520,35784,S
14,V2,985,509,82740,42756,S
15,V4,1030,425,86520,35700,S
15,V2,986,510,82824,42840,S
16,V8,1218,473,102312,39732,S
16,V4,1027,426,86268,35784,S
16,V2,986,510,82824,42840,S
17,V8,1217,473,102228,39732,S
17,V4,1026,425,86184,35700,S
17,V2,984,510,82656,42840,S
18,V8,1219,474,102396,39816,S
18,V4,1030,426,86520,35784,S
18,V2,987,511,82908,42924,S
19,V4,1030,425,86520,35700,S
19,V2,986,510,82824,42840,S
20,V4,1030,426,86520,35784,S
20,V2,986,510,82824,42840,S
21,V4,1032,425,86688,35700,S
21,V2,987,510,82908,42840,S
22,V4,1029,426,86436,35784,S
22,V2,984,510,82656,42840,S
23,V4,1030,427,86520,35868,S
23,V2,984,508,82656,42672,S
24,V8,1218,475,102312,39900,S
24,V4,1031,426,86604,35784,S
24,V2,986,509,82824,42756,S
25,V4,1030,427,86520,35868,S
25,V2,984,509,82656,42756,S
26,V4,1030,427,86520,35868,S
26,V2,985,505,82740,42420,S
27,V8,1217,473,102228,39732,S
27,V4,1030,426,86520,35784,S
27,V2,988,507,82992,42588,S
28,V4,1029,427,86436,35868,S
28,V2,985,510,82740,42840,S
29,V4,1030,427,86520,35868,S
29,V2,987,510,82908,42840,S
30,V8,1220,475,102480,39900,S
30,V4,1031,427,86604,35868,S
30,V2,987,510,82908,42840,S
31,V23,1170,198,98280,16632,S
31,V4,1026,427,86184,35868,S
32,V24,980,526,82320,44184,S
32,V23,1171,209,98364,17556,S
32,V4,1030,428,86520,35952,S
33,V24,972,526,81648,44184,S
33,V23,1167,212,98028,17808,S
34,V25,1021,443,85764,37212,S
34,V23,1160,217,97440,18228,S
35,V25,1016,460,85344,38640,S
35,V23,1159,221,97356,18564,S
36,V25,1007,473,84588,39732,S
36,V24,930,573,78120,48132,S
36,V23,1150,230,96600,19320,S
37,V25,996,486,83664,40824,S
37,V23,1147,236,96348,19824,S
38,V25,982,499,82488,41916,S
38,V23,1140,239,95760,20076,S
39,V25,963,515,80892,43260,S
40,V25,939,536,78876,45024,S
41,V25,913,565,76692,47460,S
42,V29,447,861,37548,72324,N
43,V29,296,943,24864,79212,N
44,V23,1107,303,92988,25452,S
44,V8,1222,548,102648,46032,S
45,V23,1099,315,92316,26460,S
45,V8,1220,583,102480,48972,S
46,V8,1230,621,103320,52164,N
48,V36,1784,884,149856,74256,N
50,V28,1481,830,124404,69720,N
99,V52,1208,168,101472,14112,S
112,V57,1118,176,93912,14784,S
127,V60,1093,174,91812,14616,S
128,V60,1100,175,92400,14700,S
129,V60,1104,178,92736,14952,S
130,V62,1237,253,103908,21252,S
130,V60,1107,179,92988,15036,S
131,V62,1234,261,103656,21924,S
131,V60,1104,181,92736,15204,S
132,V62,1235,275,103740,23100,S
132,V60,1107,186,92988,15624,S
133,V60,1106,191,92904,16044,S
134,V60,1100,195,92400,16380,S
135,V60,1098,197,92232,16548,S
136,V60,1096,199,92064,16716,S
138,V65,1082,217,90888,18228,S
139,V65,1075,222,90300,18648,S
142,V67,1237,407,103908,34188,S
142,V66,1096,199,92064,16716,S
142,V65,1060,240,89040,20160,S
143,V66,1088,209,91392,17556,S
143,V65,1052,241,88368,20244,S
144,V66,1083,214,90972,17976,S
144,V65,1045,250,87780,21000,S
149,V66,1055,241,88620,20244,S
163,V77,824,444,69216,37296,S
175,V83,1198,202,100632,16968,S
175,V78,811,518,68124,43512,S
176,V83,1186,199,99624,16716,S
176,V78,809,519,67956,43596,S
189,V99,1000,309,84000,25956,S
190,V99,992,320,83328,26880,S
191,V99,986,324,82824,27216,S
192,V99,979,335,82236,28140,S
193,V99,970,341,81480,28644,S
194,V99,964,346,80976,29064,S
194,V78,832,487,69888,40908,S
195,V99,960,349,80640,29316,S
195,V78,841,487,70644,40908,S
196,V99,956,360,80304,30240,S
197,V99,955,361,80220,30324,S
197,V91,869,412,72996,34608,S
198,V99,951,363,79884,30492,S
198,V91,866,409,72744,34356,S
198,V78,857,511,71988,42924,S
199,V99,948,364,79632,30576,S
199,V78,862,521,72408,43764,S
200,V99,945,367,79380,30828,S
200,V78,868,528,72912,44352,S
201,V99,944,369,79296,30996,S
205,V108,379,637,31836,53508,N
205,V105,820,455,68880,38220,S
205,V99,935,379,78540,31836,S
205,V78,917,562,77028,47208,S
206,V113,1220,483,102480,40572,S
206,V112,1446,384,121464,32256,S
206,V108,371,637,31164,53508,N
206,V105,810,462,68040,38808,S
206,V99,931,383,78204,32172,S
206,V78,927,566,77868,47544,S
207,V113,1220,481,102480,40404,S
207,V112,1432,365,120288,30660,S
207,V108,365,636,30660,53424,N
207,V105,799,468,67116,39312,S
207,V99,927,386,77868,32424,S
207,V78,932,571,78288,47964,S
208,V113,1221,483,102564,40572,S
208,V112,1418,357,119112,29988,S
208,V108,367,638,30828,53592,N
208,V105,793,475,66612,39900,S
208,V99,923,395,77532,33180,S
208,V78,933,571,78372,47964,S
209,V112,1404,337,117936,28308,S
209,V108,368,638,30912,53592,N
209,V105,786,483,66024,40572,S
209,V99,920,400,77280,33600,S
210,V118,944,346,79296,29064,S
210,V112,1395,320,117180,26880,S
210,V108,368,639,30912,53676,N
210,V105,780,492,65520,41328,S
210,V99,916,403,76944,33852,S
211,V118,941,347,79044,29148,S
211,V113,1219,485,102396,40740,S
211,V112,1385,301,116340,25284,S
211,V108,366,637,30744,53508,N
211,V99,911,406,76524,34104,S
211,V78,948,576,79632,48384,S
212,V118,938,357,78792,29988,S
212,V116,967,306,81228,25704,S
212,V113,1220,485,102480,40740,S
212,V112,1377,287,115668,24108,S
212,V108,367,639,30828,53676,N
212,V99,908,412,76272,34608,S
212,V78,957,579,80388,48636,S
213,V118,933,359,78372,30156,S
213,V113,1222,484,102648,40656,S
213,V112,1369,275,114996,23100,S
213,V108,368,639,30912,53676,N
213,V105,754,515,63336,43260,S
213,V99,904,415,75936,34860,S
213,V78,973,582,81732,48888,S
214,V113,1221,485,102564,40740,S
214,V105,742,523,62328,43932,S
214,V99,900,421,75600,35364,S
214,V78,997,585,83748,49140,N
215,V105,733,527,61572,44268,S
215,V99,898,426,75432,35784,S
215,V78,1022,591,85848,49644,N
216,V105,728,532,61152,44688,S
216,V99,894,430,75096,36120,S
216,V78,1059,597,88956,50148,N
217,V105,720,537,60480,45108,S
217,V99,885,439,74340,36876,S
217,V78,1099,603,92316,50652,N
218,V118,920,382,77280,32088,S
218,V105,717,539,60228,45276,S
218,V99,877,447,73668,37548,S
218,V78,1159,605,97356,50820,N
219,V105,710,541,59640,45444,S
219,V99,865,456,72660,38304,S
219,V78,1225,604,102900,50736,N
220,V127,1301,612,109284,51408,N
220,V99,858,463,72072,38892,S
220,V78,1279,603,107436,50652,N
221,V99,850,468,71400,39312,S
221,V78,1328,602,111552,50568,N
222,V118,905,393,76020,33012,S
222,V99,841,475,70644,39900,S
222,V78,1385,600,116340,50400,N
223,V118,902,396,75768,33264,S
223,V99,835,479,70140,40236,S
223,V78,1439,590,120876,49560,N
224,V118,897,400,75348,33600,S
224,V99,829,484,69636,40656,S
224,V78,1479,586,124236,49224,N
225,V118,893,405,75012,34020,S
225,V99,818,492,68712,41328,S
225,V78,1521,581,127764,48804,S
226,V132,1339,193,112476,16212,S
226,V118,882,416,74088,34944,S
226,V99,812,497,68208,41748,S
226,V78,1552,573,130368,48132,S
227,V132,1338,191,112392,16044,S
227,V118,874,420,73416,35280,S
227,V99,805,501,67620,42084,S
227,V78,1579,564,132636,47376,S
228,V132,1336,190,112224,15960,S
228,V118,865,423,72660,35532,S
228,V105,668,565,56112,47460,S
228,V99,799,504,67116,42336,S
228,V78,1595,555,133980,46620,S
229,V105,663,568,55692,47712,S
229,V99,797,508,66948,42672,S
230,V105,661,566,55524,47544,S
230,V99,796,509,66864,42756,S
231,V118,844,434,70896,36456,S
231,V99,796,510,66864,42840,S
232,V118,845,440,70980,36960,S
232,V99,796,510,66864,42840,S
233,V118,845,442,70980,37128,S
233,V99,792,511,66528,42924,S
234,V118,840,443,70560,37212,S
234,V99,791,512,66444,43008,S
235,V118,837,445,70308,37380,S
235,V99,789,513,66276,43092,S
236,V118,833,447,69972,37548,S
236,V99,783,515,65772,43260,S
237,V105,455,634,38220,53256,N
238,V105,388,645,32592,54180,N
239,V105,290,659,24360,55356,N
240,V105,188,680,15792,57120,N
241,V99,705,568,59220,47712,S
242,V138,1559,413,130956,34692,S
242,V136,1631,562,137004,47208,S
243,V138,1559,412,130956,34608,S
243,V137,1334,190,112056,15960,S
243,V136,1577,539,132468,45276,S
243,V118,776,498,65184,41832,S
244,V138,1557,405,130788,34020,S
244,V136,1538,523,129192,43932,S
244,V118,766,510,64344,42840,S
245,V136,1504,494,126336,41496,S
245,V118,745,524,62580,44016,S
248,V118,676,561,56784,47124,S
249,V118,656,572,55104,48048,S
250,V142,126,692,10584,58128,N
253,V141,489,619,41076,51996,N
254,V146,1149,198,96516,16632,S
254,V141,440,625,36960,52500,N
255,V141,378,638,31752,53592,N
261,V118,492,632,41328,53088,N
262,V149,1066,240,89544,20160,S
265,V149,1040,259,87360,21756,S
266,V149,1032,263,86688,22092,S
267,V149,1022,272,85848,22848,S
268,V150,509,624,42756,52416,N
268,V149,1012,280,85008,23520,S
272,V148,125,694,10500,58296,N
278,V153,1449,257,121716,21588,S
279,V155,1412,199,118608,16716,S
279,V153,1443,255,121212,21420,S
288,V156,1599,459,134316,38556,S
289,V156,1589,446,133476,37464,S
290,V156,1576,429,132384,36036,S
291,V164,1426,214,119784,17976,S
291,V156,1564,412,131376,34608,S
292,V156,1553,398,130452,33432,S
293,V156,1541,385,129444,32340,S
294,V173,1496,770,125664,64680,N
294,V156,1532,373,128688,31332,S
295,V173,1607,725,134988,60900,N
295,V156,1521,362,127764,30408,S
296,V156,1513,351,127092,29484,S
297,V179,1399,568,117516,47712,S
297,V156,1506,341,126504,28644,S
298,V179,1418,537,119112,45108,S
299,V179,1422,497,119448,41748,S
300,V177,1306,632,109704,53088,N
300,V156,1493,310,125412,26040,S
301,V181,1611,510,135324,42840,S
301,V177,1376,603,115584,50652,N
301,V156,1489,300,125076,25200,S
302,V183,1394,424,117096,35616,S
302,V181,1585,482,133140,40488,S
302,V177,1425,574,119700,48216,S
302,V156,1484,295,124656,24780,S
303,V183,1391,403,116844,33852,S
303,V181,1570,450,131880,37800,S
303,V177,1452,544,121968,45696,S
303,V156,1480,287,124320,24108,S
304,V183,1385,384,116340,32256,S
304,V181,1556,423,130704,35532,S
304,V177,1456,522,122304,43848,S
304,V156,1475,281,123900,23604,S
305,V187,1536,632,129024,53088,N
305,V183,1380,365,115920,30660,S
305,V181,1543,399,129612,33516,S
305,V156,1473,276,123732,23184,S
306,V189,1421,463,119364,38892,S
306,V187,1580,599,132720,50316,N
306,V183,1376,351,115584,29484,S
306,V181,1535,378,128940,31752,S
306,V156,1468,268,123312,22512,S
307,V189,1412,441,118608,37044,S
307,V183,1373,337,115332,28308,S
308,V189,1406,421,118104,35364,S
308,V183,1370,323,115080,27132,S
309,V189,1401,401,117684,33684,S
309,V183,1367,314,114828,26376,S
309,V180,1662,654,139608,54936,N
